farmers_ahead,currently_waiting,currently_processing,active_counters,average_processing_time,hour,day_of_week,waiting_time_minutes
6,14,2,1,8.95,16,1,47.8
24,33,4,5,8.29,15,2,48.6
20,25,2,5,5.34,11,1,35.2
14,23,3,3,11.17,16,6,51.2
0,4,3,4,8.11,9,4,1.4
11,11,1,4,9.12,9,5,23.4
25,30,3,3,5.97,16,4,65.6
6,11,1,4,5.02,17,6,9.9
14,16,2,3,6.72,14,2,42.3
20,27,4,1,9.93,13,1,242.6
18,18,3,5,5.69,10,5,35.8
27,27,3,5,11.36,17,2,57.6
28,33,3,4,6.51,14,1,66.5
24,33,2,2,6.43,16,1,75.1
0,0,1,5,6.27,17,4,1.2
16,21,2,3,5.1,17,3,28.6
16,16,4,2,10.4,16,6,77.2
2,7,2,2,11.13,16,0,17.7
11,13,4,5,9.3,11,5,34.0
5,12,3,5,6.32,11,0,20.2
25,30,4,5,7.0,10,2,57.1
10,10,4,3,8.33,9,0,36.8
2,6,1,2,11.68,12,4,23.5
7,14,4,4,6.73,10,3,25.9
13,15,4,3,10.12,10,5,58.5
13,18,2,1,8.08,13,6,129.0
9,13,3,5,7.08,12,1,21.8
1,6,2,2,8.19,9,1,8.9
13,22,2,3,5.5,17,6,30.4
8,8,3,1,10.59,12,4,125.8
2,8,3,3,6.7,13,5,11.6
20,28,4,3,10.08,15,0,82.2
25,26,4,4,5.48,10,6,52.8
7,16,1,4,11.69,16,1,23.9
15,19,2,3,6.35,10,0,57.3
1,10,3,1,11.18,13,4,23.6
5,8,4,2,10.67,10,1,38.4
27,32,3,2,11.78,10,2,198.0
20,25,4,5,8.35,12,3,53.3
28,29,1,5,10.09,12,0,94.4
25,26,1,2,7.59,16,6,82.3
24,27,3,3,6.29,14,5,72.4
11,11,1,3,8.1,16,0,35.3
4,12,3,4,6.16,15,0,17.0
1,7,4,4,11.87,12,0,12.0
15,21,2,5,5.67,10,6,26.3
4,6,1,2,9.12,17,4,18.0
14,16,4,3,9.39,10,4,75.6
11,11,2,2,8.77,9,5,42.5
3,5,2,1,9.64,16,4,33.5
14,16,2,2,5.81,17,6,40.2
10,13,4,1,8.89,9,5,77.6
15,18,4,4,7.01,15,5,31.9
22,24,3,4,11.58,10,4,103.0
5,14,2,5,10.33,14,1,19.6
13,20,2,2,11.81,13,4,119.6
17,24,2,2,5.26,9,1,45.5
11,11,3,1,7.0,10,2,93.9
26,32,2,4,6.37,10,4,74.2
10,11,4,1,5.08,14,2,68.2
12,12,2,4,6.7,9,4,26.6
20,22,1,1,9.75,12,2,231.5
22,25,4,4,6.62,13,3,58.8
10,15,3,1,8.56,10,2,107.6
22,31,2,4,11.21,10,1,85.3
15,19,1,1,9.86,15,0,154.0
14,17,3,2,7.76,15,5,53.7
20,27,3,5,7.61,14,2,48.8
27,30,4,1,8.19,9,0,234.9
14,23,3,5,6.24,11,6,33.7
24,25,3,2,9.44,17,3,99.5
3,5,3,2,7.55,9,3,16.1
10,15,3,4,10.97,10,6,40.6
18,25,2,5,10.3,16,6,40.5
14,21,2,3,9.27,15,6,43.0
3,11,2,4,7.55,17,1,11.5
20,26,2,5,6.47,12,6,43.9
12,13,1,1,10.43,12,1,149.0
21,28,2,1,8.4,15,2,149.3
18,24,3,2,6.57,9,4,72.2
1,8,2,3,6.37,17,6,9.8
13,15,2,1,6.16,10,6,98.2
28,34,4,5,10.44,9,3,60.9
3,12,3,5,6.6,15,0,14.9
15,23,2,1,8.69,14,4,197.8
20,22,2,5,8.16,11,3,46.5
19,28,2,5,9.06,9,2,36.3
13,18,1,2,11.14,13,6,91.0
26,27,2,3,11.07,12,3,117.9
28,29,4,2,8.16,13,1,143.4
14,18,3,3,5.11,9,0,35.3
27,31,3,5,7.99,9,0,59.6
2,8,2,3,9.24,13,1,11.2
7,8,2,5,8.9,14,6,19.4
15,21,2,5,9.56,13,6,41.3
9,13,3,2,6.08,10,4,47.0
3,8,3,2,9.53,17,1,18.3
29,36,1,4,6.28,13,6,65.8
17,26,4,1,10.25,13,0,265.3
1,4,1,4,7.37,17,6,2.0
16,22,4,4,9.97,11,2,60.7
12,17,1,3,5.34,13,6,33.0
3,12,3,5,7.86,13,4,16.8
25,26,1,5,9.94,10,5,70.1
24,31,4,5,6.59,12,3,51.1
29,38,2,1,10.57,10,5,361.6
10,18,4,3,9.42,13,2,43.5
6,10,2,3,9.11,10,5,33.2
11,20,3,5,7.47,17,6,23.9
9,12,4,4,8.38,14,4,38.8
6,11,1,1,9.18,16,0,57.0
12,19,4,4,8.31,17,0,38.8
6,8,2,2,9.89,16,2,32.0
23,32,3,3,8.04,13,5,85.6
16,16,1,3,6.42,13,4,54.8
9,12,4,4,6.5,14,3,25.8
28,31,2,1,5.04,9,6,118.3
9,9,1,3,7.11,16,5,21.0
23,31,3,4,10.24,10,5,83.9
3,5,1,1,10.56,14,3,38.8
19,23,3,4,6.42,17,1,35.6
3,8,1,1,11.71,11,6,45.0
21,28,4,5,8.52,10,2,57.5
6,11,2,1,11.42,13,6,80.6
21,23,4,2,9.95,17,4,116.3
0,5,4,5,10.06,14,2,7.3
11,11,3,4,5.6,16,3,17.1
23,26,3,5,6.54,16,4,43.2
12,17,3,5,5.06,15,0,26.2
9,15,4,4,10.01,13,0,45.4
14,23,1,4,7.41,10,6,38.6
26,28,1,2,10.51,13,4,209.2
12,20,4,4,7.37,15,2,29.7
22,28,4,3,10.74,15,2,74.7
21,21,2,3,5.91,10,0,70.2
21,22,3,2,6.21,15,0,75.6
20,20,3,1,7.39,14,3,178.0
21,29,4,1,7.86,15,4,176.2
27,35,4,3,7.44,16,2,67.5
8,14,1,4,10.35,12,3,30.0
25,34,4,2,5.68,9,2,76.1
8,10,1,1,7.46,16,0,63.7
14,18,4,1,10.86,16,4,160.0
9,12,2,5,5.47,11,1,19.8
23,29,2,3,11.6,11,4,141.5
25,33,1,4,11.9,13,5,101.8
24,25,3,2,5.62,11,1,89.5
28,35,2,1,7.04,13,6,239.5
9,17,1,5,7.61,16,6,17.0
7,16,4,3,10.43,9,3,30.8
23,32,4,3,9.17,10,1,97.3
15,23,1,2,9.51,10,1,90.5
16,25,3,1,10.3,12,3,198.0
25,31,1,2,5.83,17,4,83.5
26,34,1,2,10.83,10,3,173.8
4,12,2,5,9.94,17,5,14.5
3,5,1,3,9.04,15,0,11.8
17,20,1,4,11.23,16,6,46.3
23,24,4,3,9.9,9,0,88.5
18,27,2,3,6.41,13,6,56.7
3,5,4,5,8.01,17,1,10.1
27,31,4,4,8.46,12,3,81.5
6,10,3,1,5.39,10,3,49.4
9,14,3,4,11.68,14,3,39.4
24,30,2,1,5.9,10,5,175.0
17,23,2,4,9.88,11,5,59.7
18,18,3,2,8.54,16,4,85.4
3,4,3,4,5.18,11,2,12.2
9,17,3,5,11.47,10,6,33.1
0,9,3,1,10.96,14,2,11.1
22,23,3,3,8.67,11,2,83.7
17,22,4,5,6.6,9,6,28.9
4,4,2,1,5.85,11,4,38.4
14,16,4,1,7.54,14,3,127.8
16,17,4,3,6.79,11,2,53.4
2,4,1,2,8.55,17,3,7.0
11,15,4,5,11.76,15,1,30.0
1,10,3,3,9.02,13,2,8.1
0,5,3,3,11.23,10,1,8.6
22,30,1,2,9.56,17,4,112.6
20,29,1,5,8.33,13,0,60.7
16,19,1,3,10.98,15,5,55.9
21,27,1,2,8.3,17,6,80.7
15,20,1,5,11.08,12,4,58.7
4,5,4,4,7.04,17,4,13.0
14,23,1,1,5.9,9,4,93.9
2,9,4,2,10.99,14,2,22.6
27,33,2,1,9.11,10,1,292.8
6,12,1,4,11.22,16,5,19.4
10,17,1,3,11.56,13,2,50.8
9,9,4,3,5.38,11,0,29.8
8,8,2,5,8.51,10,6,23.4
13,20,4,2,7.62,16,6,53.3
12,15,4,2,9.38,15,5,52.1
28,32,1,5,10.56,17,6,58.9
24,31,3,1,6.96,16,6,143.6
29,33,3,3,8.9,12,4,140.4
24,33,4,3,9.96,10,3,107.8
1,4,1,2,5.94,10,0,9.0
2,7,2,2,10.7,10,1,15.7
6,10,3,5,9.24,14,0,21.9
20,26,2,4,11.65,15,2,59.8
17,26,3,1,7.38,14,6,154.2
2,8,1,4,5.76,10,3,5.1
9,12,4,4,8.55,12,2,30.3
21,25,2,2,5.6,11,5,77.9
28,30,2,2,11.79,12,4,254.7
6,9,4,2,5.27,13,6,28.0
8,11,2,4,10.27,15,4,29.2
16,18,3,1,8.68,17,0,148.1
10,19,4,2,7.58,10,4,68.8
6,10,3,3,5.46,16,4,16.9
23,27,3,1,9.36,11,5,256.1
27,33,1,3,9.1,17,1,75.0
13,16,3,1,6.97,12,1,111.5
